distid,schoolid_stateassigned,distname,schoolname,enroll_raw_TX,pp_stloc_raw_TX
15835,15835006,GREAT HEARTS TEXAS,GREAT HEARTS FOREST HEIGHTS,NRD,NRD
15835,15835004,GREAT HEARTS TEXAS,GREAT HEARTS IRVING,885,8672.148069
15835,15835007,GREAT HEARTS TEXAS,GREAT HEARTS IRVING UPPER,NRD,NRD
15835,15835001,GREAT HEARTS TEXAS,GREAT HEARTS MONTE VISTA,446,8916.214528
15835,15835002,GREAT HEARTS TEXAS,GREAT HEARTS MONTE VISTA NORTH,476,9319.839524
15835,15835003,GREAT HEARTS TEXAS,GREAT HEARTS NORTHERN OAKS,1216,7860.437206
15835,15835005,GREAT HEARTS TEXAS,GREAT HEARTS WESTERN HILLS,592,8031.878418
116905,116905102,GREENVILLE ISD,BOWIE EL,637,7092.817329
116905,116905104,GREENVILLE ISD,CARVER EL,549,7540.214844
116905,116905103,GREENVILLE ISD,CROCKETT EL,209,8553.433074
116905,116905004,GREENVILLE ISD,GREENVILLE ALTERNATIVE EDUCATIONAL,28,12582.93154
116905,116905002,GREENVILLE ISD,GREENVILLE H S,1429,8639.104859
116905,116905041,GREENVILLE ISD,GREENVILLE MIDDLE,741,7007.553427
116905,116905114,GREENVILLE ISD,KATHERINE G JOHNSON STEM ACADEMY,204,6553.894421
116905,116905109,GREENVILLE ISD,L P WATERS EARLY CHILDHOOD CENTER,401,6716.914347
116905,116905106,GREENVILLE ISD,LAMAR EL,581,7429.286528
116905,116905001,GREENVILLE ISD,NEW HORIZONS LEARNING CENTER,77,12970.37634
116905,116905107,GREENVILLE ISD,TRAVIS EL,625,7302.768508
165902,165902101,GREENWOOD ISD,GREENWOOD EL,1216,6590.780026
165902,165902001,GREENWOOD ISD,GREENWOOD H S,717,9611.246039
165902,165902103,GREENWOOD ISD,GREENWOOD INT,NRD,NRD
165902,165902041,GREENWOOD ISD,JAMES R BROOKS MIDDLE,897,6795.879686
205902,205902104,GREGORY-PORTLAND ISD,ANDREWS EL,521,9001.11689
205902,205902101,GREGORY-PORTLAND ISD,AUSTIN EL,524,9916.038811
205902,205902102,GREGORY-PORTLAND ISD,CLARK EL,665,8578.769741
205902,205902103,GREGORY-PORTLAND ISD,EAST CLIFF EL,534,8944.037067
205902,205902001,GREGORY-PORTLAND ISD,GREGORY-PORTLAND H S,1351,10801.94879
205902,205902041,GREGORY-PORTLAND ISD,GREGORY-PORTLAND MIDDLE,1059,10048.90867
147902,147902101,GROESBECK ISD,ENGE-WASHINGTON INT,408,8042.91263
147902,147902001,GROESBECK ISD,GROESBECK H S,444,12142.0795
147902,147902042,GROESBECK ISD,GROESBECK MIDDLE,262,8336.285946
147902,147902104,GROESBECK ISD,H O WHITEHURST EL,564,6465.853025
147902,147902003,GROESBECK ISD,LIMESTONE COUNTY JUVENILE DETENTIO,4,19239.08175
33901,33901001,GROOM ISD,GROOM SCHOOL,163,11817.29448
228901,228901102,GROVETON ISD,GROVETON EL,350,8591.512403
228901,228901001,GROVETON ISD,GROVETON J H-H S,389,11521.42072
98901,98901101,GRUVER ISD,GRUVER EL,156,9932.932594
98901,98901001,GRUVER ISD,GRUVER H S,151,14306.42555
98901,98901041,GRUVER ISD,GRUVER J H,151,9228.061309
91917,91917199,GUNTER ISD,GRAYSON COUNTY SPECIAL EDUCATION SSA,NRD,NRD
91917,91917101,GUNTER ISD,GUNTER EL,380,12157.82278
91917,91917001,GUNTER ISD,GUNTER H S,305,17360.56519
91917,91917041,GUNTER ISD,GUNTER MIDDLE,280,12081.45699
47903,47903001,GUSTINE ISD,GUSTINE SCHOOL,146,13919.79452
135001,135001001,GUTHRIE CSD,GUTHRIE SCHOOL,101,29644.84158
95903,95903102,HALE CENTER ISD,AKIN EL,292,7553.950075
95903,95903103,HALE CENTER ISD,CARR MIDDLE,182,8209.600158
95903,95903001,HALE CENTER ISD,HALE CENTER H S,173,12398.46445
143901,143901101,HALLETTSVILLE ISD,HALLETTSVILLE EL,404,8704.013814
143901,143901001,HALLETTSVILLE ISD,HALLETTSVILLE H S,364,10748.94462
143901,143901041,HALLETTSVILLE ISD,HALLETTSVILLE J H,357,8101.283013
161924,161924101,HALLSBURG ISD,HALLSBURG SCHOOL,171,8679.321637
102904,102904003,HALLSVILLE ISD,HALLSVILLE DAEP,NRD,NRD
102904,102904107,HALLSVILLE ISD,HALLSVILLE EAST EL,789,6149.855399
102904,102904002,HALLSVILLE ISD,HALLSVILLE H S,1464,7557.409865
102904,102904104,HALLSVILLE ISD,HALLSVILLE INT,756,5968.02374
102904,102904041,HALLSVILLE ISD,HALLSVILLE J H,1212,6227.676616
102904,102904108,HALLSVILLE ISD,HALLSVILLE NORTH EL,682,6865.49445
102904,102904102,HALLSVILLE ISD,HALLSVILLE PRI,134,5159.330599
102904,102904010,HALLSVILLE ISD,TEXAS VIRTUAL ACADEMY AT HALLSVILL,4438,7741.984796
97902,97902102,HAMILTON ISD,ANN WHITNEY EL,423,7842.974638
97902,97902001,HAMILTON ISD,HAMILTON H S,234,13872.28233
97902,97902041,HAMILTON ISD,HAMILTON J H,171,9296.237796
127903,127903102,HAMLIN COLLEGIATE ISD,HAMLIN COLLEGIATE EL,233,7274.747369
127903,127903001,HAMLIN COLLEGIATE ISD,HAMLIN COLLEGIATE H S,161,12349.07989
123914,123914101,HAMSHIRE-FANNETT ISD,HAMSHIRE-FANNETT EL,605,6781.946547
123914,123914001,HAMSHIRE-FANNETT ISD,HAMSHIRE-FANNETT H S,557,9481.911097
123914,123914102,HAMSHIRE-FANNETT ISD,HAMSHIRE-FANNETT INT,463,6563.693494
123914,123914041,HAMSHIRE-FANNETT ISD,HAMSHIRE-FANNETT MIDDLE,306,8757.247616
219901,219901101,HAPPY ISD,HAPPY EL,143,9213.890606
219901,219901001,HAPPY ISD,HAPPY H S,115,13905.24038
146904,146904102,HARDIN ISD,HARDIN EL,752,7216.321864
146904,146904001,HARDIN ISD,HARDIN H S,353,11374.55619
146904,146904041,HARDIN ISD,HARDIN J H,322,8890.992622
100905,100905102,HARDIN-JEFFERSON ISD,CHINA EL,468,7550.914367
100905,100905001,HARDIN-JEFFERSON ISD,HARDIN-JEFFERSON H S,700,8904.22466
100905,100905041,HARDIN-JEFFERSON ISD,HENDERSON MIDDLE,523,7818.136372
100905,100905105,HARDIN-JEFFERSON ISD,SOUR LAKE EL,639,7322.808281
15904,15904042,HARLANDALE ISD,A LEAL JR MIDDLE,771,10491.24799
15904,15904102,HARLANDALE ISD,BELLAIRE EL,618,9371.453732
15904,15904007,HARLANDALE ISD,BEXAR CO J J A E P,NRD,NRD
15904,15904101,HARLANDALE ISD,CARROLL BELL EL,488,9047.974349
15904,15904117,HARLANDALE ISD,COLLIER DAEP,NRD,NRD
15904,15904103,HARLANDALE ISD,COLLIER EL,491,9350.3393
15904,15904104,HARLANDALE ISD,COLUMBIA HEIGHTS EL,414,10446.6828
15904,15904116,HARLANDALE ISD,E H GILBERT EL,559,8995.213187
15904,15904010,HARLANDALE ISD,FENLEY TRANSITIONAL H S,9,70472.92676
15904,15904047,HARLANDALE ISD,FENLEY TRANSITIONAL MIDDLE,5,16983.03787
15904,15904004,HARLANDALE ISD,FRANK M TEJEDA ACADEMY,149,19577.07143
15904,15904107,HARLANDALE ISD,GILLETTE EL,588,9026.951139
15904,15904108,HARLANDALE ISD,H W SCHULZE EL,734,8942.886648
15904,15904003,HARLANDALE ISD,HAC DAEP H S,15,123294.1045
15904,15904045,HARLANDALE ISD,HAC DAEP MIDDLE,NRD,NRD
15904,15904001,HARLANDALE ISD,HARLANDALE H S,1817,9990.272326
15904,15904011,HARLANDALE ISD,HARLANDALE ISD STEM ECHS-ALAMO COL,359,8130.388849
15904,15904041,HARLANDALE ISD,HARLANDALE MIDDLE,837,9622.894505
15904,15904115,HARLANDALE ISD,JEWEL C WIETZEL CENTER,27,41217.40824
15904,15904044,HARLANDALE ISD,KINGSBOROUGH MIDDLE,654,10132.95072
15904,15904002,HARLANDALE ISD,MCCOLLUM H S,1525,10697.31066
15904,15904109,HARLANDALE ISD,MORRILL EL,441,9322.645584
15904,15904110,HARLANDALE ISD,RAYBURN EL,420,9634.854541
15904,15904105,HARLANDALE ISD,STONEWALL/FLANDERS EL,715,9504.127384
15904,15904048,HARLANDALE ISD,TEJEDA JUNIOR ACADEMY,NRD,NRD
15904,15904043,HARLANDALE ISD,TERRELL WELLS MIDDLE,708,9875.37262
15904,15904106,HARLANDALE ISD,V M ADAMS EL,741,8911.65056
15904,15904113,HARLANDALE ISD,VESTAL EL,429,9880.042536
15904,15904114,HARLANDALE ISD,WRIGHT EL,497,8846.086164
102905,102905101,HARLETON ISD,HARLETON EL,318,8272.091511
102905,102905001,HARLETON ISD,HARLETON H S,219,11899.92648
102905,102905041,HARLETON ISD,HARLETON J H,179,9154.391061
31903,31903102,HARLINGEN CISD,AUSTIN EL,424,8445.153062
31903,31903110,HARLINGEN CISD,BEN MILAM EL,417,8418.325611
31903,31903103,HARLINGEN CISD,BONHAM EL,701,7173.793589
31903,31903104,HARLINGEN CISD,BOWIE EL,367,7878.085842
31903,31903004,HARLINGEN CISD,CAMERON CO J J A E P,NRD,NRD
31903,31903041,HARLINGEN CISD,COAKLEY MIDDLE,761,9497.187959
31903,31903105,HARLINGEN CISD,CROCKETT EL,398,8218.568631
31903,31903106,HARLINGEN CISD,DISHMAN EL,343,9166.328897
31903,31903007,HARLINGEN CISD,DR ABRAHAM P CANO FRESHMAN ACADEMY,1135,9122.319524
31903,31903122,HARLINGEN CISD,DR HESIQUIO RODRIGUEZ EL,720,7717.130237
31903,31903005,HARLINGEN CISD,EARLY COLLEGE H S,341,7000.222641
31903,31903204,HARLINGEN CISD,EDNA TAMAYO HOUSE,10,13187.94552
31903,31903044,HARLINGEN CISD,GUTIERREZ MIDDLE,815,9163.625883
31903,31903001,HARLINGEN CISD,HARLINGEN H S,1974,10013.58533
31903,31903002,HARLINGEN CISD,HARLINGEN H S - SOUTH,1544,11326.70782
31903,31903008,HARLINGEN CISD,HARLINGEN SCHOOL OF HEALTH PROFESS,421,9375.84694
31903,31903107,HARLINGEN CISD,HOUSTON EL,497,7950.523986
31903,31903108,HARLINGEN CISD,JEFFERSON EL,330,8961.178849
31903,31903003,HARLINGEN CISD,KEYS ACAD,98,18303.9047
31903,31903109,HARLINGEN CISD,LAMAR EL,623,7912.588372
31903,31903123,HARLINGEN CISD,LEE H MEANS EL,719,7436.018533
31903,31903120,HARLINGEN CISD,LONG EL,650,7298.465515
31903,31903042,HARLINGEN CISD,MEMORIAL MIDDLE,830,9162.252744
31903,31903045,HARLINGEN CISD,MOISES VELA MIDDLE,851,8848.237525
31903,31903121,HARLINGEN CISD,NEW PATHWAYS CENTER,NRD,NRD
31903,31903118,HARLINGEN CISD,SECONDARY ALTER CTR,70,19935.93123
31903,31903111,HARLINGEN CISD,STUART PLACE EL,752,6872.505356
31903,31903112,HARLINGEN CISD,TRAVIS EL,390,7977.455772
31903,31903117,HARLINGEN CISD,TREASURE HILLS EL,893,7002.518304
31903,31903043,HARLINGEN CISD,VERNON MIDDLE,624,10735.54487
31903,31903116,HARLINGEN CISD,WILSON EL,502,8406.067029
31903,31903114,HARLINGEN CISD,ZAVALA EL,361,9135.218368
230905,230905101,HARMONY ISD,HARMONY EL,345,7355.920796
230905,230905001,HARMONY ISD,HARMONY H S,324,10456.31851
230905,230905102,HARMONY ISD,HARMONY INTERMEDIATE SCHOOL,158,7939.318319
230905,230905041,HARMONY ISD,HARMONY J H,270,7264.673453
101858,101858007,HARMONY SCHOOL OF EXCELLENCE,HARMONY SCHOOL OF ACHIEVEMENT - HO,630,7654.269691
101858,101858004,HARMONY SCHOOL OF EXCELLENCE,HARMONY SCHOOL OF ADVANCEMENT-HOUS,633,9273.24886
101858,101858005,HARMONY SCHOOL OF EXCELLENCE,HARMONY SCHOOL OF DISCOVERY - HOUS,756,8146.566252
101858,101858002,HARMONY SCHOOL OF EXCELLENCE,HARMONY SCHOOL OF ENDEAVOR-HOUSTON,533,8858.229049
101858,101858008,HARMONY SCHOOL OF EXCELLENCE,HARMONY SCHOOL OF ENRICHMENT - HOU,642,7280.324609
101858,101858001,HARMONY SCHOOL OF EXCELLENCE,HARMONY SCHOOL OF EXCELLENCE-HOUST,834,8275.433206
101858,101858006,HARMONY SCHOOL OF EXCELLENCE,HARMONY SCHOOL OF TECHNOLOGY-HOUST,622,8697.588279
101858,101858003,HARMONY SCHOOL OF EXCELLENCE,HARMONY SCIENCE ACADEMY - BRYAN,376,9870.089878
101858,101858009,HARMONY SCHOOL OF EXCELLENCE,HARMONY SCIENCE ACADEMY - CYPRESS,NRD,NRD
101862,101862006,HARMONY SCHOOL OF SCIENCE - HOUSTO,HARMONY SCHOOL OF EXCELLENCE - SUG,579,8472.31975
101862,101862005,HARMONY SCHOOL OF SCIENCE - HOUSTO,HARMONY SCHOOL OF INNOVATION - KAT,589,9097.187478
101862,101862002,HARMONY SCHOOL OF SCIENCE - HOUSTO,HARMONY SCHOOL OF INNOVATION-SUGAR,689,9297.996103
101862,101862004,HARMONY SCHOOL OF SCIENCE - HOUSTO,HARMONY SCIENCE ACADEMY- BEAUMONT,571,8747.839062
101862,101862003,HARMONY SCHOOL OF SCIENCE - HOUSTO,HARMONY SCIENCE ACADEMY-KATY,652,7784.296082
101862,101862001,HARMONY SCHOOL OF SCIENCE - HOUSTO,HARMONY SCIENCE ACADEMY-SUGAR LAND,698,7509.0673
71806,71806006,HARMONY SCIENCE ACAD (EL PASO),HARMONY SCHOOL OF EXCELLENCE - EL,705,7954.883746
71806,71806002,HARMONY SCIENCE ACAD (EL PASO),HARMONY SCHOOL OF INNOVATION - EL,1086,8426.100211
71806,71806007,HARMONY SCIENCE ACAD (EL PASO),HARMONY SCHOOL OF SCIENCE - EL PASO,NRD,NRD
71806,71806001,HARMONY SCIENCE ACAD (EL PASO),HARMONY SCIENCE ACAD (EL PASO),863,9763.299869
71806,71806004,HARMONY SCIENCE ACAD (EL PASO),HARMONY SCIENCE ACADEMY - LUBBOCK,413,10596.40878
71806,71806005,HARMONY SCIENCE ACAD (EL PASO),HARMONY SCIENCE ACADEMY - ODESSA,498,8324.229956
15828,15828008,HARMONY SCIENCE ACAD (SAN ANTONIO),HARMONY SCHOOL OF EXCELLENCE - LAR,424,9336.480509
15828,15828006,HARMONY SCIENCE ACAD (SAN ANTONIO),HARMONY SCHOOL OF EXCELLENCE - SAN,521,8890.818769
15828,15828007,HARMONY SCIENCE ACAD (SAN ANTONIO),HARMONY SCHOOL OF INNOVATION - BRO,482,9898.123653
15828,15828004,HARMONY SCIENCE ACAD (SAN ANTONIO),HARMONY SCHOOL OF INNOVATION - LAR,651,7907.047884
15828,15828002,HARMONY SCIENCE ACAD (SAN ANTONIO),HARMONY SCHOOL OF INNOVATION - SAN,494,8876.20659
15828,15828001,HARMONY SCIENCE ACAD (SAN ANTONIO),HARMONY SCIENCE ACAD (SAN ANTONIO),785,8527.630043
15828,15828005,HARMONY SCIENCE ACAD (SAN ANTONIO),HARMONY SCIENCE ACADEMY - BROWNSVI,512,8086.546362
15828,15828003,HARMONY SCIENCE ACAD (SAN ANTONIO),HARMONY SCIENCE ACADEMY - LAREDO,643,7535.063041
161807,161807004,HARMONY SCIENCE ACAD (WACO),HARMONY SCHOOL OF INNOVATION - CAR,538,7866.608273
161807,161807005,HARMONY SCIENCE ACAD (WACO),HARMONY SCHOOL OF INNOVATION - DAL,367,10560.78059
161807,161807011,HARMONY SCIENCE ACAD (WACO),HARMONY SCHOOL OF INNOVATION - FOR,893,8073.120495
161807,161807006,HARMONY SCIENCE ACAD (WACO),HARMONY SCHOOL OF INNOVATION - GAR,553,8124.369632
161807,161807016,HARMONY SCIENCE ACAD (WACO),HARMONY SCHOOL OF INNOVATION - GRA,446,8693.089602
161807,161807014,HARMONY SCIENCE ACAD (WACO),HARMONY SCHOOL OF INNOVATION - WAC,478,8759.227255
161807,161807012,HARMONY SCIENCE ACAD (WACO),HARMONY SCHOOL OF INNOVATION- EULE,743,7789.255781
161807,161807010,HARMONY SCIENCE ACAD (WACO),HARMONY SCHOOL OF NATURE AND ATHLE,564,9759.565344
161807,161807001,HARMONY SCIENCE ACAD (WACO),HARMONY SCIENCE ACAD (WACO),662,7590.967076
161807,161807013,HARMONY SCIENCE ACAD (WACO),HARMONY SCIENCE ACADEMY - CARROLLT,499,9164.352397
161807,161807003,HARMONY SCIENCE ACAD (WACO),HARMONY SCIENCE ACADEMY - DALLAS,1147,8200.257691
161807,161807009,HARMONY SCIENCE ACAD (WACO),HARMONY SCIENCE ACADEMY - EULESS,556,9059.475607
161807,161807002,HARMONY SCIENCE ACAD (WACO),HARMONY SCIENCE ACADEMY - GARLAND,676,7614.833851
161807,161807008,HARMONY SCIENCE ACAD (WACO),HARMONY SCIENCE ACADEMY - GRAND PR,481,8476.047108
161807,161807015,HARMONY SCIENCE ACAD (WACO),HARMONY SCIENCE ACADEMY - PLANO,533,9583.538209
161807,161807007,HARMONY SCIENCE ACAD (WACO),HARMONY SCIENCE ACADEMY- FORT WORT,627,7492.574973
101846,101846102,HARMONY SCIENCE ACADEMY,HARMONY SCHOOL OF EXPLORATION- HOU,589,8869.061599
101846,101846006,HARMONY SCIENCE ACADEMY,HARMONY SCHOOL OF FINE ARTS AND TE,672,8554.09842
101846,101846003,HARMONY SCIENCE ACADEMY,HARMONY SCHOOL OF INGENUITY-HOUSTO,629,9359.831031
101846,101846002,HARMONY SCIENCE ACADEMY,HARMONY SCHOOL OF INNOVATION - HOU,468,10031.51348
101846,101846005,HARMONY SCIENCE ACADEMY,HARMONY SCHOOL OF SCIENCE-HOUSTON,328,10213.77068
101846,101846001,HARMONY SCIENCE ACADEMY,HARMONY SCIENCE ACADEMY-HOUSTON,620,9247.51092
227816,227816004,HARMONY SCIENCE ACADEMY (AUSTIN),HARMONY SCHOOL OF ENDEAVOR AUSTIN,532,9599.425123
227816,227816101,HARMONY SCIENCE ACADEMY (AUSTIN),HARMONY SCHOOL OF EXCELLENCE - AUS,551,9900.982875
227816,227816005,HARMONY SCIENCE ACADEMY (AUSTIN),HARMONY SCHOOL OF INNOVATION - AUS,438,8210.498517
227816,227816003,HARMONY SCIENCE ACADEMY (AUSTIN),HARMONY SCHOOL OF SCIENCE - AUSTIN,476,8626.34905
227816,227816001,HARMONY SCIENCE ACADEMY (AUSTIN),HARMONY SCIENCE ACADEMY - AUSTIN,713,7673.727269
227816,227816006,HARMONY SCIENCE ACADEMY (AUSTIN),HARMONY SCIENCE ACADEMY - CEDAR PA,429,9003.701027
227816,227816002,HARMONY SCIENCE ACADEMY (AUSTIN),HARMONY SCIENCE ACADEMY-PFLUGERVIL,886,8915.709356
86902,86902101,HARPER ISD,HARPER EL,206,9245.88612
86902,86902001,HARPER ISD,HARPER H S,182,12590.71003
86902,86902041,HARPER ISD,HARPER MIDDLE,189,9379.101767
101000,101000008,HARRIS COUNTY DEPT OF ED,FORTIS ACADEMY,NRD,NRD
244901,244901001,HARROLD ISD,HARROLD SCHOOL,107,14855.05607
35902,35902001,HART ISD,HART ISD,213,12478.5493
103902,103902001,HARTLEY ISD,HARTLEY SCHOOL,223,10921.61435
225907,225907001,HARTS BLUFF ISD,HARTS BLUFF EARLY COLLEGE H S,NRD,NRD
225907,225907101,HARTS BLUFF ISD,HARTS BLUFF EL,633,7967.406003
104901,104901101,HASKELL CISD,HASKELL EL,293,9241.258722
104901,104901001,HASKELL CISD,HASKELL H S,165,19023.68057
104901,104901041,HASKELL CISD,HASKELL J H,108,13033.15649
250902,250902101,HAWKINS ISD,HAWKINS EL,386,7793.0638
250902,250902001,HAWKINS ISD,HAWKINS H S / MIDDLE,327,11591.6464
127904,127904101,HAWLEY ISD,HAWLEY EL,378,7541.593018
127904,127904001,HAWLEY ISD,HAWLEY H S,212,12179.96022
127904,127904041,HAWLEY ISD,HAWLEY MIDDLE,194,8897.800376
105906,105906002,HAYS CISD,ALTER IMPACT CTR,47,32084.54951
105906,105906045,HAYS CISD,ARMANDO CHAPA MIDDLE,753,7799.462513
105906,105906113,HAYS CISD,BLANCO VISTA EL,627,7596.735844
105906,105906106,HAYS CISD,BUDA EL,601,8236.083799
105906,105906114,HAYS CISD,CAMINO REAL EL,763,7618.088677
105906,105906115,HAYS CISD,CARPENTER HILL EL,632,7071.246153
105906,105906046,HAYS CISD,D J RED SIMON MIDDLE,757,7624.922626
105906,105906047,HAYS CISD,DR T C MCCORMICK JR MIDDLE,899,7100.393713
105906,105906107,HAYS CISD,ELM GROVE EL,875,7065.788588
105906,105906043,HAYS CISD,ERIC DAHLSTROM MIDDLE,785,7097.579001
105906,105906109,HAYS CISD,HEMPHILL EL,274,10031.67026
105906,105906001,HAYS CISD,JACK C HAYS H S,2961,6981.61807
105906,105906101,HAYS CISD,KYLE EL,634,7359.586193
105906,105906111,HAYS CISD,LAURA B NEGLEY EL,805,7363.615272
105906,105906044,HAYS CISD,LAURA B WALLACE MIDDLE,800,7176.841374
105906,105906005,HAYS CISD,LEHMAN H S,2634,7168.529003
105906,105906004,HAYS CISD,LIVE OAK ACADEMY,200,9416.863874
105906,105906006,HAYS CISD,MOE AND GENE JOHNSON H S,NRD,NRD
105906,105906041,HAYS CISD,R C BARTON MIDDLE,718,7342.907955
105906,105906116,HAYS CISD,RALPH PFLUGER EL,701,6673.675108
105906,105906112,HAYS CISD,SCIENCE HALL EL,564,8274.060151
105906,105906108,HAYS CISD,SUSIE FUENTES EL,627,8128.619416
105906,105906110,HAYS CISD,TOBIAS EL,610,8127.835595
105906,105906103,HAYS CISD,TOM GREEN EL,753,7468.30315
105906,105906118,HAYS CISD,UHLAND EL,839,6366.936371
198905,198905104,HEARNE ISD,HEARNE EL,465,10070.36955
198905,198905002,HEARNE ISD,HEARNE H S,231,14153.10134
198905,198905042,HEARNE ISD,HEARNE J H,123,10283.6809
65902,65902001,HEDLEY ISD,HEDLEY SCHOOL,111,14786.99099
202903,202903101,HEMPHILL ISD,HEMPHILL EL,366,9153.966473
202903,202903001,HEMPHILL ISD,HEMPHILL H S,253,11214.30262
202903,202903041,HEMPHILL ISD,HEMPHILL MIDDLE,278,9447.962974
237902,237902004,HEMPSTEAD ISD,HEMPSTEAD ALTERNATIVE LEARNING CEN,6,8362.989934
237902,237902101,HEMPSTEAD ISD,HEMPSTEAD EL,816,8532.644346
237902,237902001,HEMPSTEAD ISD,HEMPSTEAD H S,404,12189.71436
237902,237902041,HEMPSTEAD ISD,HEMPSTEAD MIDDLE,347,9742.463037
201902,201902001,HENDERSON ISD,HENDERSON H S,912,9153.596365
201902,201902041,HENDERSON ISD,HENDERSON MIDDLE,828,6811.305477
201902,201902107,HENDERSON ISD,MONNIE MEYER WYLIE PRI,375,6697.769023
201902,201902108,HENDERSON ISD,NORTHSIDE EL,516,7633.820279
201902,201902109,HENDERSON ISD,WILLIAM E WYLIE EL,784,6519.240475
39902,39902101,HENRIETTA ISD,HENRIETTA EL,466,7154.189914
39902,39902001,HENRIETTA ISD,HENRIETTA H S,275,13126.56534
39902,39902041,HENRIETTA ISD,HENRIETTA MIDDLE,191,11291.6232
15833,15833001,HENRY FORD ACADEMY ALAMEDA SCHOOL,HENRY FORD ACADEMY ALAMEDA SCHOOL,127,10792.98425
59901,59901101,HEREFORD ISD,AIKMAN EL,414,7467.090096
59901,59901102,HEREFORD ISD,BLUEBONNET EL,427,6894.673828
59901,59901004,HEREFORD ISD,HEREFORD CENTER FOR ACCELERATED LE,58,13674.786
59901,59901001,HEREFORD ISD,HEREFORD H S,1110,8500.306625
59901,59901042,HEREFORD ISD,HEREFORD J H,600,8378.044733
59901,59901043,HEREFORD ISD,HEREFORD PREPARATORY ACADEMY,294,7691.995005
59901,59901104,HEREFORD ISD,NORTHWEST EL,483,6376.745375
59901,59901040,HEREFORD ISD,SPECIAL PROGRAMS CTR,297,5672.196888
59901,59901107,HEREFORD ISD,TIERRA BLANCA EARLY CHILDHOOD CENTER,NRD,NRD
59901,59901103,HEREFORD ISD,WEST CENTRAL EL,403,6835.06494
15815,15815101,HERITAGE ACADEMY,HERITAGE ACADEMY,40,9056.903937
15815,15815041,HERITAGE ACADEMY,HERITAGE ACADEMY OF DEL RIO,143,7560.92072
15815,15815042,HERITAGE ACADEMY,HERITAGE ACADEMY OF DEL RIO MIDDLE,203,6075.511819
15815,15815104,HERITAGE ACADEMY,HERITAGE ACADEMY OF SAN ANTONIO,51,7805.978447
15815,15815001,HERITAGE ACADEMY,HERITAGE ACADEMY OF WINDCREST,198,8126.53727
208901,208901001,HERMLEIGH ISD,HERMLEIGH SCHOOL,244,10395.71721
208901,208901003,HERMLEIGH ISD,WALLACE ACCELERATED H S,NRD,NRD
97903,97903101,HICO ISD,HICO EL,313,8201.864109
97903,97903001,HICO ISD,HICO H S,290,10598.7846
108905,108905041,HIDALGO ISD,DIAZ J H,637,10050.66166
108905,108905103,HIDALGO ISD,DR ALEJO SALINAS JR EL,402,9095.576548
108905,108905002,HIDALGO ISD,HIDALGO ACADEMY,26,19700.19385
108905,108905001,HIDALGO ISD,HIDALGO EARLY COLLEGE H S,1055,11266.81783
108905,108905106,HIDALGO ISD,HIDALGO EARLY START ACADEMY,40,4300.147692
108905,108905101,HIDALGO ISD,HIDALGO EL,359,9831.041286
108905,108905104,HIDALGO ISD,HIDALGO PARK EL,355,9230.750509
108905,108905102,HIDALGO ISD,JC KELLY EL,376,9419.908863
148903,148903001,HIGGINS ISD,HIGGINS SCHOOL,104,15782.61538
84903,84903001,HIGH ISLAND ISD,HIGH ISLAND SCHOOL,142,15027.4507
220819,220819001,HIGH POINT ACADEMY,HIGH POINT ACADEMY,1041,8031.951578
220819,220819003,HIGH POINT ACADEMY,HIGH POINT ACADEMY FW EL,NRD,NRD
220819,220819002,HIGH POINT ACADEMY,HIGH POINT ACADEMY SFW,360,8186.095575
177905,177905001,HIGHLAND ISD,HIGHLAND SCHOOL,239,12933.01255
57911,57911101,HIGHLAND PARK ISD,ARMSTRONG EL,508,10101.26161
57911,57911102,HIGHLAND PARK ISD,BRADFIELD EL,629,9793.860625
188903,188903101,HIGHLAND PARK ISD,HIGHLAND PARK EL,422,8239.184515
57911,57911001,HIGHLAND PARK ISD,HIGHLAND PARK H S,2148,10475.5317
188903,188903001,HIGHLAND PARK ISD,HIGHLAND PARK H S,212,11697.16694
57911,57911041,HIGHLAND PARK ISD,HIGHLAND PARK MIDDLE,1130,10064.61602
188903,188903041,HIGHLAND PARK ISD,HIGHLAND PARK MIDDLE,228,7115.441853
57911,57911103,HIGHLAND PARK ISD,HYER EL,664,9662.915656
57911,57911105,HIGHLAND PARK ISD,MCCULLOCH INTERMEDIATE SCHOOL,1082,7868.704033
57911,57911106,HIGHLAND PARK ISD,MICHAEL M BOONE EL,NRD,NRD
57911,57911104,HIGHLAND PARK ISD,UNIVERSITY PARK ELEMENTARY,640,9293.552854
109904,109904101,HILLSBORO ISD,FRANKLIN EL,170,7566.237839
109904,109904010,HILLSBORO ISD,HILL CO J J A E P,NRD,NRD
109904,109904104,HILLSBORO ISD,HILLSBORO EL,429,7715.623044
109904,109904001,HILLSBORO ISD,HILLSBORO H S,526,10909.24547
109904,109904109,HILLSBORO ISD,HILLSBORO INT,424,8152.381263
109904,109904041,HILLSBORO ISD,HILLSBORO J H,451,8033.540265
84908,84908042,HITCHCOCK ISD,CROSBY MIDDLE,312,9829.601822
84908,84908001,HITCHCOCK ISD,HITCHCOCK H S,359,14083.16935
84908,84908104,HITCHCOCK ISD,HITCHCOCK HEADSTART,222,4532.36932
84908,84908106,HITCHCOCK ISD,HITCHCOCK PRI,460,9167.64151
84908,84908103,HITCHCOCK ISD,STEWART EL,392,9504.449873
