distid,schoolid_stateassigned,distname,schoolname,enroll_raw_TX,pp_stloc_raw_TX
178904,178904012,CORPUS CHRISTI ISD,NUECES CO J J A E P,NRD,NRD
178904,178904127,CORPUS CHRISTI ISD,OAK PARK SPECIAL EMPHASIS SCHOOL,659,7826.327267
178904,178904005,CORPUS CHRISTI ISD,RAY H S,1976,8967.012269
178904,178904003,CORPUS CHRISTI ISD,ROY MILLER H S AND METRO SCHOOL OF,1338,10433.28223
178904,178904130,CORPUS CHRISTI ISD,SANDERS EL,422,8307.851971
178904,178904132,CORPUS CHRISTI ISD,SCHANEN ESTATES EL,397,8816.875124
178904,178904122,CORPUS CHRISTI ISD,SHAW SES,452,8124.439072
178904,178904134,CORPUS CHRISTI ISD,SMITH EL,498,8240.894815
178904,178904052,CORPUS CHRISTI ISD,SOUTH PARK MIDDLE,449,8056.432444
178904,178904054,CORPUS CHRISTI ISD,STUDENT SUPPORT CENTER,76,45695.75114
178904,178904136,CORPUS CHRISTI ISD,TRAVIS EL,473,8263.599388
178904,178904015,CORPUS CHRISTI ISD,VETERANS MEMORIAL H S,2280,7436.956398
178904,178904139,CORPUS CHRISTI ISD,WINDSOR PARK G/T,581,10254.57152
178904,178904140,CORPUS CHRISTI ISD,WOODLAWN EL,337,9491.598121
178904,178904107,CORPUS CHRISTI ISD,WYNN SEALE METROPOLITAN SCHOOL OF,605,8020.47669
178904,178904141,CORPUS CHRISTI ISD,YEAGER EL,303,8790.298946
178904,178904142,CORPUS CHRISTI ISD,ZAVALA EL,589,8627.7592
178807,178807101,CORPUS CHRISTI MONTESSORI SCHOOL,CORPUS CHRISTI MONTESSORI SCHOOL,135,8139.488889
187904,187904103,CORRIGAN-CAMDEN ISD,CORRIGAN-CAMDEN EL,373,10316.90603
187904,187904001,CORRIGAN-CAMDEN ISD,CORRIGAN-CAMDEN H S,239,13619.25602
187904,187904041,CORRIGAN-CAMDEN ISD,CORRIGAN-CAMDEN J H,210,9329.285054
175903,175903101,CORSICANA ISD,BOWIE EL,534,7384.05336
175903,175903107,CORSICANA ISD,CARROLL EL,381,9680.763127
175903,175903042,CORSICANA ISD,COLLINS INT,951,7932.738983
175903,175903001,CORSICANA ISD,CORSICANA H IGH SCHOOL,1700,8601.985508
175903,175903041,CORSICANA ISD,CORSICANA MIDDLE,826,9020.679172
175903,175903111,CORSICANA ISD,DRANE EARLY LEARNING CENTER,276,7285.026735
175903,175903103,CORSICANA ISD,FANNIN EL,443,8032.386241
175903,175903102,CORSICANA ISD,JOSE ANTONIO NAVARRO EL,523,9010.175376
175903,175903105,CORSICANA ISD,SAM HOUSTON EL,362,7181.484578
95902,95902001,COTTON CENTER ISD,COTTON CENTER SCHOOL,125,13853.592
142901,142901001,COTULLA ISD,COTULLA H S,375,14970.41024
142901,142901104,COTULLA ISD,ENCINAL EL,111,13622.67734
142901,142901041,COTULLA ISD,FRANK NEWMAN MIDDLE,302,11653.13122
142901,142901102,COTULLA ISD,RAMIREZ-BURKS EL,554,9610.785823
246914,246914101,COUPLAND ISD,COUPLAND EL,169,8989.988166
109903,109903001,COVINGTON ISD,COVINGTON SCHOOL,293,19175.57338
129901,129901103,CRANDALL ISD,BARBARA WALKER EL,664,7572.560349
129901,129901002,CRANDALL ISD,CRANDALL COMPASS ACADEMY,28,20488.22451
129901,129901001,CRANDALL ISD,CRANDALL H S,1201,9045.80777
129901,129901041,CRANDALL ISD,CRANDALL MIDDLE,716,7750.582048
129901,129901105,CRANDALL ISD,HOLLIS T DIETZ EL,615,7324.126132
129901,129901106,CRANDALL ISD,NOBLE REED,NRD,NRD
129901,129901102,CRANDALL ISD,NOLA KATHRYN WILSON EL,635,7207.894585
129901,129901101,CRANDALL ISD,W A MARTIN EL,544,8047.764947
52901,52901101,CRANE ISD,CRANE EL,568,10146.0577
52901,52901001,CRANE ISD,CRANE H S,329,11474.88944
52901,52901041,CRANE ISD,CRANE MIDDLE,253,12852.39368
18908,18908001,CRANFILLS GAP ISD,CRANFILLS GAP SCHOOL,133,12694.42857
161901,161901101,CRAWFORD ISD,CRAWFORD EL,304,7574.257293
161901,161901001,CRAWFORD ISD,CRAWFORD H S,281,10965.83909
53001,53001103,CROCKETT COUNTY CONSOLIDATED CSD,OZONA EL,395,9837.053769
53001,53001001,CROCKETT COUNTY CONSOLIDATED CSD,OZONA H S,200,15235.22516
53001,53001041,CROCKETT COUNTY CONSOLIDATED CSD,OZONA MIDDLE,180,11194.61516
113901,113901102,CROCKETT ISD,CROCKETT EL,488,7204.091767
113901,113901002,CROCKETT ISD,CROCKETT H S,364,10585.08064
113901,113901041,CROCKETT ISD,CROCKETT J H,306,9783.867991
113901,113901105,CROCKETT ISD,EARLY CHILDHOOD CTR,187,6945.915822
101906,101906103,CROSBY ISD,BARRETT EL,463,8020.469928
101906,101906004,CROSBY ISD,CROSBY CROSSROADS ACADEMY,18,8997.849098
101906,101906106,CROSBY ISD,CROSBY EL,744,6601.323112
101906,101906001,CROSBY ISD,CROSBY H S,1756,8055.249503
101906,101906102,CROSBY ISD,CROSBY KINDERGARTEN CENTER,694,6194.107183
101906,101906042,CROSBY ISD,CROSBY MIDDLE,1428,6924.084859
101906,101906104,CROSBY ISD,DREW EL,492,7482.994762
101906,101906105,CROSBY ISD,HIGHPOINT SCHOOL EAST (CROSBY),17,19274.96021
101906,101906101,CROSBY ISD,NEWPORT EL,696,7236.829462
54901,54901003,CROSBYTON CISD,CROSBYTON DAEP,NRD,NRD
54901,54901101,CROSBYTON CISD,CROSBYTON EL,167,10012.35653
54901,54901001,CROSBYTON CISD,CROSBYTON SECONDARY,188,14090.2313
54901,54901200,CROSBYTON CISD,SP ED CO-OP,NRD,NRD
30901,30901101,CROSS PLAINS ISD,CROSS PLAINS EL,194,9875.713645
30901,30901001,CROSS PLAINS ISD,CROSS PLAINS H S,146,13033.77776
107904,107904101,CROSS ROADS ISD,CROSS ROADS EL,258,9661.580312
107904,107904001,CROSS ROADS ISD,CROSS ROADS H S,149,14359.4323
107904,107904041,CROSS ROADS ISD,CROSS ROADS J H,151,9345.807069
184801,184801001,CROSSTIMBERS ACADEMY,CROSSTIMBERS ACADEMY,151,7935.715232
78901,78901001,CROWELL ISD,CROWELL SCHOOL,209,13444.83254
220912,220912101,CROWLEY ISD,BESS RACE EL,622,8812.746416
220912,220912010,CROWLEY ISD,CROWLEY ALTERNATIVE SCHOOL,NRD,NRD
220912,220912001,CROWLEY ISD,CROWLEY H S,2098,9118.634598
220912,220912042,CROWLEY ISD,CROWLEY MIDDLE,659,10505.46813
220912,220912108,CROWLEY ISD,DALLAS PARK EL,802,7940.643747
220912,220912113,CROWLEY ISD,DAVID L WALKER ELT,631,8490.081254
220912,220912103,CROWLEY ISD,DEER CREEK EL,506,9394.896213
220912,220912041,CROWLEY ISD,H F STEVENS MIDDLE,931,8793.633686
220912,220912109,CROWLEY ISD,J A HARGRAVE EL,591,9004.004026
220912,220912105,CROWLEY ISD,JACKIE CARDEN EL,559,9775.646272
220912,220912115,CROWLEY ISD,JUNE W DAVIS EL,NRD,NRD
220912,220912114,CROWLEY ISD,MARY HARRIS EL,619,8117.306307
220912,220912104,CROWLEY ISD,MEADOWCREEK EL,643,8543.455582
220912,220912002,CROWLEY ISD,NORTH CROWLEY H S,2566,8980.14202
220912,220912107,CROWLEY ISD,OAKMONT EL,655,8254.932224
220912,220912106,CROWLEY ISD,PARKWAY EL,629,8424.716736
220912,220912112,CROWLEY ISD,S H CROWLEY EL,537,8703.628259
220912,220912110,CROWLEY ISD,SIDNEY H POYNTER,532,9207.389593
220912,220912111,CROWLEY ISD,SUE CROUCH EL,639,8211.906181
220912,220912043,CROWLEY ISD,SUMMER CREEK MIDDLE,875,9653.151443
220912,220912102,CROWLEY ISD,SYCAMORE EL,592,8713.583787
254901,254901104,CRYSTAL CITY ISD,BENITO JUAREZ MIDDLE,299,8268.841776
254901,254901001,CRYSTAL CITY ISD,CRYSTAL CITY H S,526,9386.267263
254901,254901101,CRYSTAL CITY ISD,DR TOMAS RIVERA EL,396,8722.602046
254901,254901042,CRYSTAL CITY ISD,STERLING H FLY JR H S,301,9773.110713
254901,254901106,CRYSTAL CITY ISD,ZAVALA EL,401,9055.421431
62901,62901001,CUERO ISD,CUERO H S,640,11093.04183
62901,62901041,CUERO ISD,CUERO J H,473,8391.473619
62901,62901042,CUERO ISD,HUNT EL,545,8514.413433
62901,62901104,CUERO ISD,J C FRENCH EL,320,7803.296518
55901,55901001,CULBERSON COUNTY-ALLAMOORE ISD,VAN HORN SCHOOL,378,15301.24339
212801,212801101,CUMBERLAND ACADEMY,CUMBERLAND ACADEMY,602,6267.188299
212801,212801041,CUMBERLAND ACADEMY,CUMBERLAND ACADEMY MIDDLE,458,7262.790694
212801,212801001,CUMBERLAND ACADEMY,CUMBERLAND H S,693,6612.404833
212801,212801102,CUMBERLAND ACADEMY,THE LEADERSHIP ACADEMY,192,7751.057069
112905,112905101,CUMBY ISD,CUMBY EL,187,9256.70368
112905,112905001,CUMBY ISD,CUMBY H S,199,12102.41916
174902,174902002,CUSHING ISD,CUSHING EL,279,7658.104284
174902,174902001,CUSHING ISD,CUSHING SCHOOL,278,10248.0752
101907,101907107,CYPRESS-FAIRBANKS ISD,ADAM EL,887,7718.126512
101907,101907014,CYPRESS-FAIRBANKS ISD,ALTERNATIVE LEARNING CTR - WEST,NRD,NRD
101907,101907006,CYPRESS-FAIRBANKS ISD,ALTERNATIVE LEARNING CTR-EAST,NRD,NRD
101907,101907146,CYPRESS-FAIRBANKS ISD,ANDRE EL,931,7568.229051
101907,101907058,CYPRESS-FAIRBANKS ISD,ANTHONY MIDDLE,1566,6756.182759
101907,101907051,CYPRESS-FAIRBANKS ISD,ARAGON MIDDLE,1581,7268.001326
101907,101907041,CYPRESS-FAIRBANKS ISD,ARNOLD MIDDLE,1459,7873.289654
101907,101907133,CYPRESS-FAIRBANKS ISD,AULT EL,1080,6548.529215
101907,101907101,CYPRESS-FAIRBANKS ISD,BANE EL,914,8280.117101
101907,101907125,CYPRESS-FAIRBANKS ISD,BANG EL,1020,7256.663692
101907,101907139,CYPRESS-FAIRBANKS ISD,BIRKES EL,1090,6917.646009
101907,101907148,CYPRESS-FAIRBANKS ISD,BLACK EL,1109,7189.009635
101907,101907043,CYPRESS-FAIRBANKS ISD,BLEYL MIDDLE,1546,7507.741271
101907,101907016,CYPRESS-FAIRBANKS ISD,BRIDGELAND H S,2133,8061.725406
101907,101907044,CYPRESS-FAIRBANKS ISD,CAMPBELL MIDDLE,1321,8025.250989
101907,101907047,CYPRESS-FAIRBANKS ISD,COOK MIDDLE,1530,7507.233627
101907,101907130,CYPRESS-FAIRBANKS ISD,COPELAND EL,967,7186.526368
101907,101907002,CYPRESS-FAIRBANKS ISD,CY-FAIR H S,3388,8437.852805
101907,101907004,CYPRESS-FAIRBANKS ISD,CYPRESS CREEK H S,3208,8438.025419
101907,101907007,CYPRESS-FAIRBANKS ISD,CYPRESS FALLS H S,3222,8669.239845
101907,101907013,CYPRESS-FAIRBANKS ISD,CYPRESS LAKES H S,3332,8172.018414
101907,101907015,CYPRESS-FAIRBANKS ISD,CYPRESS PARK H S,1927,8694.171446
101907,101907012,CYPRESS-FAIRBANKS ISD,CYPRESS RANCH H S,3054,7990.906332
101907,101907010,CYPRESS-FAIRBANKS ISD,CYPRESS RIDGE H S,3087,8662.282381
101907,101907009,CYPRESS-FAIRBANKS ISD,CYPRESS SPRINGS H S,2715,8939.094024
101907,101907011,CYPRESS-FAIRBANKS ISD,CYPRESS WOODS H S,3428,7902.981241
101907,101907037,CYPRESS-FAIRBANKS ISD,CYPRESS-FAIRBANKS J J A E P,NRD,NRD
101907,101907145,CYPRESS-FAIRBANKS ISD,DANISH EL,968,7477.752746
101907,101907042,CYPRESS-FAIRBANKS ISD,DEAN MIDDLE,1651,7893.229728
101907,101907142,CYPRESS-FAIRBANKS ISD,DURYEA EL,904,7787.960655
101907,101907154,CYPRESS-FAIRBANKS ISD,EMERY EL,1121,6983.317219
101907,101907120,CYPRESS-FAIRBANKS ISD,EMMOTT EL,848,7694.216374
101907,101907135,CYPRESS-FAIRBANKS ISD,FARNEY EL,1005,7011.589124
101907,101907124,CYPRESS-FAIRBANKS ISD,FIEST EL,988,7872.555519
101907,101907112,CYPRESS-FAIRBANKS ISD,FRANCONE EL,931,7698.32035
101907,101907117,CYPRESS-FAIRBANKS ISD,FRAZIER EL,691,8646.797252
101907,101907136,CYPRESS-FAIRBANKS ISD,GLEASON EL,922,7184.20207
101907,101907052,CYPRESS-FAIRBANKS ISD,GOODSON MIDDLE,1386,7473.172757
101907,101907128,CYPRESS-FAIRBANKS ISD,HAIRGROVE EL,727,8263.92662
101907,101907126,CYPRESS-FAIRBANKS ISD,HAMILTON EL,1057,7013.800735
101907,101907049,CYPRESS-FAIRBANKS ISD,HAMILTON MIDDLE,1490,7078.374535
101907,101907108,CYPRESS-FAIRBANKS ISD,HANCOCK EL,847,7325.297315
101907,101907151,CYPRESS-FAIRBANKS ISD,HEMMENWAY EL,1033,7283.378067
101907,101907106,CYPRESS-FAIRBANKS ISD,HOLBROOK EL,961,7708.130114
101907,101907121,CYPRESS-FAIRBANKS ISD,HOLMSLEY EL,850,7894.097417
101907,101907159,CYPRESS-FAIRBANKS ISD,HOOVER EL,879,7392.458405
101907,101907055,CYPRESS-FAIRBANKS ISD,HOPPER MIDDLE,1346,7941.566903
101907,101907113,CYPRESS-FAIRBANKS ISD,HORNE EL,992,7504.015617
101907,101907003,CYPRESS-FAIRBANKS ISD,JERSEY VILLAGE H S,3471,8201.522058
101907,101907122,CYPRESS-FAIRBANKS ISD,JOWELL EL,739,8237.780203
101907,101907053,CYPRESS-FAIRBANKS ISD,KAHLA MIDDLE,1363,8022.325948
101907,101907143,CYPRESS-FAIRBANKS ISD,KEITH EL,995,6899.504996
101907,101907134,CYPRESS-FAIRBANKS ISD,KIRK EL,892,7899.72143
101907,101907046,CYPRESS-FAIRBANKS ISD,LABAY MIDDLE,1322,7605.18095
101907,101907103,CYPRESS-FAIRBANKS ISD,LAMKIN EL,890,7686.667635
101907,101907005,CYPRESS-FAIRBANKS ISD,LANGHAM CREEK H S,3077,8465.290905
101907,101907144,CYPRESS-FAIRBANKS ISD,LEE EL,856,7528.430798
101907,101907111,CYPRESS-FAIRBANKS ISD,LIEDER EL,874,7873.600274
101907,101907116,CYPRESS-FAIRBANKS ISD,LOWERY EL,918,7337.196807
101907,101907105,CYPRESS-FAIRBANKS ISD,MATZKE EL,1042,7626.389137
101907,101907150,CYPRESS-FAIRBANKS ISD,MCFEE EL,1102,7346.905687
101907,101907127,CYPRESS-FAIRBANKS ISD,METCALF EL,809,8009.858781
101907,101907110,CYPRESS-FAIRBANKS ISD,MILLSAP EL,798,7965.978066
101907,101907115,CYPRESS-FAIRBANKS ISD,MOORE EL,840,7349.875247
101907,101907119,CYPRESS-FAIRBANKS ISD,OWENS EL,864,8191.298659
101907,101907156,CYPRESS-FAIRBANKS ISD,POPE EL,782,7108.551075
101907,101907104,CYPRESS-FAIRBANKS ISD,POST EL,1128,7151.713848
101907,101907147,CYPRESS-FAIRBANKS ISD,POSTMA EL,973,6751.496358
101907,101907129,CYPRESS-FAIRBANKS ISD,REED EL,994,7495.437436
101907,101907155,CYPRESS-FAIRBANKS ISD,RENNELL EL,982,6784.407224
101907,101907152,CYPRESS-FAIRBANKS ISD,ROBINSON EL,1178,6996.700517
101907,101907140,CYPRESS-FAIRBANKS ISD,ROBISON EL,1054,7126.642693
101907,101907057,CYPRESS-FAIRBANKS ISD,SALYARDS MIDDLE,1592,6541.471328
101907,101907138,CYPRESS-FAIRBANKS ISD,SAMPSON EL,968,6823.391175
101907,101907132,CYPRESS-FAIRBANKS ISD,SHERIDAN EL,1095,7111.537396
101907,101907056,CYPRESS-FAIRBANKS ISD,SMITH MIDDLE,1555,6562.095783
101907,101907054,CYPRESS-FAIRBANKS ISD,SPILLANE MIDDLE,1539,7015.646125
101907,101907153,CYPRESS-FAIRBANKS ISD,SWENKE EL,1147,6935.034661
101907,101907050,CYPRESS-FAIRBANKS ISD,THORNTON MIDDLE,1844,7027.718339
101907,101907141,CYPRESS-FAIRBANKS ISD,TIPPS EL,940,7843.027855
101907,101907048,CYPRESS-FAIRBANKS ISD,TRUITT MIDDLE,1305,8441.368583
101907,101907137,CYPRESS-FAIRBANKS ISD,WALKER EL,942,7945.489919
101907,101907149,CYPRESS-FAIRBANKS ISD,WARNER EL,1332,6523.076437
101907,101907045,CYPRESS-FAIRBANKS ISD,WATKINS MIDDLE,1383,7674.724846
101907,101907158,CYPRESS-FAIRBANKS ISD,WELLS EL,735,6857.172695
101907,101907131,CYPRESS-FAIRBANKS ISD,WILLBERN EL,857,8373.847635
101907,101907118,CYPRESS-FAIRBANKS ISD,WILSON EL,928,7637.504598
101907,101907157,CYPRESS-FAIRBANKS ISD,WOODARD EL,1056,6653.352952
101907,101907109,CYPRESS-FAIRBANKS ISD,YEAGER EL,984,7488.812209
172902,172902001,DAINGERFIELD-LONE STAR ISD,DAINGERFIELD H S,295,11652.57951
172902,172902041,DAINGERFIELD-LONE STAR ISD,DAINGERFIELD J H,211,8791.922256
172902,172902101,DAINGERFIELD-LONE STAR ISD,SOUTH EL,234,6897.387075
172902,172902102,DAINGERFIELD-LONE STAR ISD,WEST EL,292,6820.205041
56901,56901104,DALHART ISD,DALHART EL,456,6731.391819
56901,56901001,DALHART ISD,DALHART H S,506,9142.238735
56901,56901105,DALHART ISD,DALHART INT,357,6922.512581
56901,56901042,DALHART ISD,DALHART J H,406,7398.405269
57905,57905247,DALLAS ISD,ADELFA BOTELLO CALLEJO EL,606,7719.985425
57905,57905219,DALLAS ISD,ADELLE TURNER EL,255,10257.55743
57905,57905206,DALLAS ISD,ALEX SANGER PREPARATORY SCHOOL,708,8132.659923
57905,57905058,DALLAS ISD,ALEX W SPENCE TALENTED/GIFTED ACAD,713,8207.575327
57905,57905353,DALLAS ISD,ANN RICHARDS STEAM ACADEMY,1322,7554.08772
57905,57905280,DALLAS ISD,ANNE FRANK EL,1119,7542.189497
57905,57905110,DALLAS ISD,ANNIE WEBB BLANTON EL,657,8418.461486
57905,57905164,DALLAS ISD,ANSON JONES EL,659,7875.396949
57905,57905105,DALLAS ISD,ARCADIA PARK EL,700,8566.273789
57905,57905300,DALLAS ISD,ARLINGTON PARK EARLY CHILDHOOD CEN,101,10516.44417
57905,57905169,DALLAS ISD,ARTHUR KRAMER EL,628,9215.862251
57905,57905239,DALLAS ISD,ARTURO SALAZAR EL,556,8458.196646
57905,57905209,DALLAS ISD,ASCHER SILBERSTEIN EL,704,8098.091532
57905,57905180,DALLAS ISD,B H MACON EL,540,8357.313312
57905,57905381,DALLAS ISD,BARACK OBAMA MALE LEADERSHIP ACAD,461,8064.856082
57905,57905133,DALLAS ISD,BARBARA JORDAN EL,624,8170.794402
57905,57905029,DALLAS ISD,BARBARA M MANNS H S DAEP,107,27726.20599
57905,57905011,DALLAS ISD,BARBARA M MANNS MIDDLE DAEP,70,21964.32522
57905,57905108,DALLAS ISD,BAYLES EL,491,8768.223122
57905,57905184,DALLAS ISD,BEN MILAM EL,304,9436.242698
57905,57905047,DALLAS ISD,BENJAMIN FRANKLIN INTERNATIONAL EX,1103,7351.142249
57905,57905062,DALLAS ISD,BILLY EARL DADE MIDDLE,879,8481.729069
57905,57905235,DALLAS ISD,BIRDIE ALEXANDER EL,343,9796.491106
57905,57905034,DALLAS ISD,BOOKER T WASHINGTON SPVA MAGNET,999,8259.142592
57905,57905060,DALLAS ISD,BOUDE STOREY MIDDLE,528,9273.490206
57905,57905001,DALLAS ISD,BRYAN ADAMS H S,2164,7399.360694
57905,57905569,DALLAS ISD,BRYAN'S HOUSE,NRD,NRD
57905,57905155,DALLAS ISD,C A TATUM JR EL,465,8068.656861
57905,57905122,DALLAS ISD,C F CARR EL,339,11198.97246
57905,57905302,DALLAS ISD,CALLIER CENTER PRE-SCHOOL DEAF (0-5),NRD,NRD
57905,57905125,DALLAS ISD,CASA VIEW EL,691,8254.590278
57905,57905163,DALLAS ISD,CEDAR CREST EL,354,9733.258793
57905,57905287,DALLAS ISD,CELESTINO MAURICIO SOTO JR EL,540,8237.826275
57905,57905126,DALLAS ISD,CENTRAL EL,587,8142.286935
57905,57905281,DALLAS ISD,CESAR CHAVEZ LEARNING CENTER,690,9556.151718
57905,57905119,DALLAS ISD,CHAPEL HILL PREPARATORY-A PERSONAL,474,9283.502553
57905,57905147,DALLAS ISD,CHARLES A GILL EL,790,8108.283988
57905,57905201,DALLAS ISD,CHARLES RICE LEARNING CENTER,542,8787.359007
57905,57905560,DALLAS ISD,CHILDCAREGROUP-LANDAUER,NRD,NRD
57905,57905561,DALLAS ISD,CHILDCAREGROUP-MARTIN LUTHER KING,NRD,NRD
57905,57905562,DALLAS ISD,CHILDCAREGROUP-WEST DALLAS,NRD,NRD
57905,57905383,DALLAS ISD,CITYLAB H S,147,14533.01297
57905,57905189,DALLAS ISD,CLARA OLIVER EL,274,10698.48862
57905,57905205,DALLAS ISD,CLINTON P RUSSELL EL,671,7611.956705
57905,57905360,DALLAS ISD,D A HULCY STEAM MIDDLE,532,8688.42221
57905,57905071,DALLAS ISD,DALLAS ENVIRONMENTAL SCIENCE ACADE,460,8117.327081
57905,57905203,DALLAS ISD,DAN D ROGERS EL,506,9793.285579
57905,57905225,DALLAS ISD,DANIEL WEBSTER EL,447,9565.874498
57905,57905116,DALLAS ISD,DAVID G BURNET EL,644,8376.581739
57905,57905023,DALLAS ISD,DAVID W CARTER H S,1181,9255.092497
57905,57905361,DALLAS ISD,DOWNTOWN MONTESSORI,NRD,NRD
57905,57905090,DALLAS ISD,DR WRIGHT L LASSITER JR EARLY COLL,245,9105.519095
57905,57905045,DALLAS ISD,E B COMSTOCK MIDDLE,798,8201.453538
57905,57905305,DALLAS ISD,EBBY HALLIDAY EL,666,7611.867817
57905,57905232,DALLAS ISD,EDNA ROWE EL,459,8706.107321
57905,57905270,DALLAS ISD,EDUARDO MATA MONTESSORI SCHOOL,610,9122.640908
57905,57905044,DALLAS ISD,EDWARD H CARY MIDDLE,590,7603.791561
57905,57905216,DALLAS ISD,EDWARD TITCHE EL,659,8782.261896
57905,57905166,DALLAS ISD,EDWIN J KIEST EL,716,7480.576534
57905,57905265,DALLAS ISD,ELADIO R MARTINEZ LEARNING CENTER,790,7786.097912
57905,57905241,DALLAS ISD,ELEMENTARY' DISCIPLINARY ALTERNAT,11,30440.92392
57905,57905191,DALLAS ISD,ELISHA M PEASE EL,517,9001.546743
57905,57905028,DALLAS ISD,EMMETT J CONRAD H S,1289,8858.535668
57905,57905283,DALLAS ISD,ESPERANZA MEDRANO EL,395,9175.573861
57905,57905135,DALLAS ISD,EVERETTE LEE DEGOLYER EL,378,9550.529979
57905,57905056,DALLAS ISD,EWELL D WALKER MIDDLE,738,8178.390413
57905,57905120,DALLAS ISD,F P CAILLET EL,668,8696.401736
57905,57905289,DALLAS ISD,FELIX G BOTELLO EL,542,7842.835022
57905,57905079,DALLAS ISD,FRANCISCO MEDRANO MIDDLE,943,7652.618703
57905,57905240,DALLAS ISD,FRANK GUZICK EL,656,7618.891768
57905,57905013,DALLAS ISD,FRANKLIN D ROOSEVELT H S,727,9655.535023
57905,57905266,DALLAS ISD,FREDERICK DOUGLASS EL,536,7516.480228
57905,57905103,DALLAS ISD,GABE P ALLEN CHARTER SCHOOL,503,8674.262252
57905,57905174,DALLAS ISD,GENEVA HEIGHTS EL,401,10042.67296
57905,57905134,DALLAS ISD,GEORGE B DEALEY MONTESSORI ACADEMY,604,8704.731414
57905,57905304,DALLAS ISD,GEORGE HERBERT WALKER BUSH EL,695,7033.350603
57905,57905190,DALLAS ISD,GEORGE PEABODY EL,529,8574.879065
57905,57905218,DALLAS ISD,GEORGE W TRUETT EL,1103,7508.253763
57905,57905276,DALLAS ISD,GILBERT CUELLAR SR EL,718,7761.606117
57905,57905565,DALLAS ISD,GOOD STREET LEARNING CENTER,NRD,NRD
57905,57905017,DALLAS ISD,H GRADY SPRUCE H S,1826,7891.593141
57905,57905178,DALLAS ISD,H I HOLLAND EL AT LISBON,401,9234.640536
57905,57905076,DALLAS ISD,HAROLD WENDELL LANG SR MIDDLE,870,8500.539175
57905,57905115,DALLAS ISD,HARRELL BUDD EL,487,8823.2295
57905,57905230,DALLAS ISD,HARRY C WITHERS EL,434,9689.07683
57905,57905212,DALLAS ISD,HARRY STONE MONTESSORI ACADEMY,638,8136.839279
57905,57905566,DALLAS ISD,HEAVENLY LEARNING CENTER,NRD,NRD
57905,57905077,DALLAS ISD,HECTOR P GARCIA MIDDLE,781,7772.058362
57905,57905234,DALLAS ISD,HENRY B GONZALEZ PERSONALIZED LEAR,621,7408.069432
57905,57905073,DALLAS ISD,HENRY W LONGFELLOW CAREER EXPLORAT,429,7795.247928
57905,57905182,DALLAS ISD,HERBERT MARCUS EL,744,7727.031323
57905,57905284,DALLAS ISD,HIGHLAND MEADOWS EL,797,8088.561765
57905,57905006,DALLAS ISD,HILLCREST H S,1201,7964.200809
57905,57905099,DALLAS ISD,HOSPITAL/HOMEBOUND,NRD,NRD
57905,57905131,DALLAS ISD,IGNACIO ZARAGOZA EL,336,9856.125217
57905,57905362,DALLAS ISD,IGNITE MIDDLE,189,12273.04321
57905,57905382,DALLAS ISD,INNOVATION DESIGN ENTREPRENEURSHIP,318,10266.2847
57905,57905035,DALLAS ISD,IRMA RANGEL YOUNG WOMEN'S LEADERS,549,7976.267684
57905,57905053,DALLAS ISD,J L LONG MIDDLE,1474,7202.71225
57905,57905142,DALLAS ISD,J N ERVIN EL,568,9605.480097
57905,57905263,DALLAS ISD,J P STARKS EL,347,8416.588577
57905,57905176,DALLAS ISD,JACK LOWE SR EL,621,8816.937387
57905,57905112,DALLAS ISD,JAMES BOWIE EL,468,9047.801347
57905,57905032,DALLAS ISD,JAMES MADISON H S,490,11145.71297
57905,57905157,DALLAS ISD,JAMES S HOGG EL,271,10781.63207
57905,57905279,DALLAS ISD,JERRY R JUNKINS EL,645,8104.285018
57905,57905141,DALLAS ISD,JILL STONE EL AT VICKERY MEADOW,335,8940.348885
57905,57905172,DALLAS ISD,JIMMIE TYLER BRASHEAR EL,669,7873.577812
57905,57905192,DALLAS ISD,JOHN F PEELER EL,273,9877.160016
57905,57905197,DALLAS ISD,JOHN H REAGAN EL,345,9775.150269
57905,57905161,DALLAS ISD,JOHN IRELAND EL,495,7781.430989
57905,57905193,DALLAS ISD,JOHN J PERSHING EL,460,9538.950994
57905,57905389,DALLAS ISD,JOHN LESLIE PATTON JR ACADEMIC CEN,210,11811.04903
57905,57905114,DALLAS ISD,JOHN NEELY BRYAN EL,391,8822.337311
57905,57905101,DALLAS ISD,JOHN Q ADAMS EL,724,7727.711839
57905,57905121,DALLAS ISD,JOHN W CARPENTER EL,307,10636.70805
57905,57905237,DALLAS ISD,JOHN W RUNYON EL,553,7867.406411
57905,57905107,DALLAS ISD,JOSE 'JOE' MAY EL,675,7950.518127
57905,57905200,DALLAS ISD,JOSEPH J RHOADS LEARNING CENTER,642,8334.382004
57905,57905038,DALLAS ISD,JUDGE BAREFOOT SANDERS LAW MAGNET,409,7356.658748
57905,57905271,DALLAS ISD,JULIAN T SALDIVAR EL,665,7769.719954
57905,57905137,DALLAS ISD,JULIUS DORSEY EL,456,8962.747084
57905,57905008,DALLAS ISD,JUSTIN F KIMBALL H S,1445,7841.975193
57905,57905096,DALLAS ISD,JUVENILE JUSTICE AEP,NRD,NRD
57905,57905194,DALLAS ISD,K B POLK CENTER FOR ACADEMICALLY T,409,9479.536499
